CHANNEL;AUTHOR;CONTENT;DATE;TIME
🌐》général《;Plexq#3446;Bah normal;2020/6/20;15:37:13
🌐》général《;Axel#5959;"> Même si j'ai clairement envie de te défoncer la gueule
<@!335091603167379456> 
enfin bref on stop la svp ^^";2020/6/20;15:37:31
🌐》général《;Unknown8#8888;Bah du coup tu en fais parti en qq sorte;2020/6/20;15:37:33
🌐》général《;Plexq#3446;Dutout;2020/6/20;15:37:38
🌐》général《;Unknown8#8888;Les sages choisissent le silence comme on dit x);2020/6/20;15:37:49
🌐》général《;Ediafeek#3363;+1;2020/6/20;15:37:59
🌐》général《;..!#5249;"<a:SopModDance1:685168665490096146><a:SopModDance3:685168662683975684> 
<a:SopModDance2:685168665318129716><a:SopModDance4:685168665594822753>";2020/6/20;15:38:10
🌐》général《;..!#5249;De rien;2020/6/20;15:39:23
🌐》général《;Ediafeek#3363;Allez, moi j'y vais;2020/6/20;15:39:26
🌐》général《;Ediafeek#3363;Ce fut bref mais intense;2020/6/20;15:39:32
🎓tribunal;Wafelack#5334;Je demande le ban pour insultes :;2020/6/20;15:39:48
🎓tribunal;Plexq#3446;Alors, si tu vas dans ces mp aussi;2020/6/20;15:40:2
🌠bienvenue;coin des dev#9367;oh non... Ediafeek#3363 est parti...;2020/6/20;15:40:2
🎓tribunal;Axel#5959;AH CA RECOMMENCE;2020/6/20;15:40:6
🎓tribunal;Plexq#3446;Et il est partit de toute façon;2020/6/20;15:40:17
🎓tribunal;Plexq#3446;Tu le cherche aussi;2020/6/20;15:40:25
🎓tribunal;Wafelack#5334;Pardon ?;2020/6/20;15:40:29
🎓tribunal;Wafelack#5334;Il me dit qu'il va me défoncer la gueule, je lui demande ses raisons, je n'ai pas été grossier, il est le seul à m'énerver;2020/6/20;15:40:51
🎓tribunal;Wafelack#5334;Je ne le connais même pas;2020/6/20;15:40:59
🎓tribunal;Plexq#3446;Pourquoi tu réponds dès qu'il te parle ?;2020/6/20;15:41:4
🎓tribunal;Wafelack#5334;Parce que je n'aime pas être insulté et accusé injustement;2020/6/20;15:41:26
🎓tribunal;Plexq#3446;Si c'est pour reprovoquer après lui;2020/6/20;15:41:27
🎓tribunal;Wafelack#5334;Mais, je ne le provoque pas;2020/6/20;15:41:38
🎓tribunal;Plexq#3446;Il suffisait juste que tu l'ignore ..;2020/6/20;15:41:57
🎓tribunal;Wafelack#5334;Non, je ne laisse personne m'accuser ou m'insulter sans raison;2020/6/20;15:42:20
🎓tribunal;Unknown8#8888;<:LUL:667075775710625793>;2020/6/20;15:42:39
🎓tribunal;King Dot Com#6016;moi je propose de ban tous ceux qui ont moins de 18ans, y-aura moins de problème;2020/6/20;15:42:41
🎓tribunal;Wafelack#5334;Ouiiiiiiiiiiiii;2020/6/20;15:42:46
🎓tribunal;Plexq#3446;Très bonne idée <@!311891747380658179>;2020/6/20;15:42:50
🎓tribunal;Axel#5959;you can't ban the fonda;2020/6/20;15:43:18
🎓tribunal;Unknown8#8888;il n'y aura plus personne;2020/6/20;15:43:24
🎓tribunal;Plexq#3446;We can ban admin;2020/6/20;15:43:36
🎓tribunal;Gosseyno#6203;> moi je propose de ban tous ceux qui ont moins de 18ans, y-aura moins de problème;2020/6/20;15:45:28
🎓tribunal;Gosseyno#6203;Et comment tu peux savoir qui a moins de 18 ans ?;2020/6/20;15:45:43
🎓tribunal;Nextrie#5769;"`Avec la carte d'identité, tu l'as montre quand tu rejoins le discord 🙂
` bah oui mdr avec tout les serveurs discord qu'il y'a deja c'est complique de se demarquer des autres, tu crois que si tu demande une carte d'identite à ceux qui viennent ils le feront ?";2020/6/20;15:55:15
🎓tribunal;Plexq#3446;Bah bien sur 🙂;2020/6/20;15:55:54
🎓tribunal;Plexq#3446;Avec gentillesse;2020/6/20;15:56:0
🌐》général《;Wafelack#5334;<@!353113202575278081> Dc tu peux me remettre NitroDev, Dev, Conseiller dev, Client plz ?;2020/6/20;15:59:34
🌐》général《;Axel#5959;ouep;2020/6/20;16:8:15
🌐》général《;Wafelack#5334;Thx;2020/6/20;16:8:21
🌐》général《;Wafelack#5334;Alors j'avais quelle couleur 🤔;2020/6/20;16:8:33
🌐》général《;Wafelack#5334;+change color cyan;2020/6/20;16:8:53
🎓tribunal;Nextrie#5769;mdr;2020/6/20;16:9:20
🎓tribunal;Nextrie#5769;fais le pour voir ?;2020/6/20;16:9:46
🎓tribunal;Unknown8#8888;Mdrr;2020/6/20;16:10:2
🎓tribunal;Unknown8#8888;Jamais de la vie je donne ma carte <a:elonlulg:585228661800697856>;2020/6/20;16:10:14
📃règlement;coin des dev#9367;<@291965116851683329>;2020/6/20;16:12:13
🎓tribunal;Wafelack#5334;Same;2020/6/20;16:12:20
🌐》général《;Wafelack#5334;Bienvenue <@!291965116851683329> ! Lis bien le règlement et le mode d'emploi et n'hésite pas si tu as des questions 😉 !;2020/6/20;16:12:44
⌨composants;Ness#9999;Le r9 il passe plus que tranquillement sur une b450;2020/6/20;16:22:17
⌨composants;Wafelack#5334;Le i5 10th gen est vlà puissant;2020/6/20;16:25:15
⌨composants;Ness#9999;Mouais les amd font a peu près pareil;2020/6/20;16:25:32
⌨composants;Ness#9999;Et pour un peu moins cher;2020/6/20;16:25:45
🤖spam-bot;coin des dev#9367;<@&691658014565859388> il est l'heure de bumper !!!;2020/6/20;16:27:8
🤖spam-bot;Kartodix#2540;?cam AUTHOR 10;2020/6/20;16:29:48
🤖spam-bot;Kartodix#2540;?cam CHANNEL 10;2020/6/20;16:30:50
⌨composants;Wafelack#5334;xD;2020/6/20;16:38:14
⌨composants;Wafelack#5334;Mais le logo est classe 😏;2020/6/20;16:38:20
🤖spam-bot;Wafelack#5334;!d bump;2020/6/20;16:38:29
🤖spam-bot;ia_bot#5206;évidemment;2020/6/20;16:38:30
🤖spam-bot;coin des dev#9367;rappel enregistré dans 120 minutes;2020/6/20;16:38:33
🌐》général《;Wafelack#5334;<@!353113202575278081> Je peux aussi être @maître bump ?;2020/6/20;16:38:59
🌐》général《;Poucy113#0256;<@!679700991829999662>, <@!723862906755743804> ou <@!529668482875523083> !! pour les commandes le salon <#688098140829777938> est la ! *Pk t'as 3 comptes ?*;2020/6/20;16:39:38
🌐》général《;Plexq#3446;<@!598938844557213727> Tu fais la même chose pour les commandes donc ne dit rien;2020/6/20;16:40:1
🌐》général《;Poucy113#0256;c'est pas faux x);2020/6/20;16:40:13
📃règlement;coin des dev#9367;<@714225500066676778>;2020/6/20;16:40:19
🌐》général《;Poucy113#0256;mais pourquoi il a 3 comptes ?;2020/6/20;16:40:20
🌐》général《;Wafelack#5334;<@!598938844557213727> J'en ai deux;2020/6/20;16:40:38
🌐》général《;Wafelack#5334;Dont un qui va se faire suppr;2020/6/20;16:40:43
🌐》général《;Poucy113#0256;ah ?;2020/6/20;16:40:43
⌨composants;Unknown8#8888;rien que mon ryzen 5 3600 est plus puissant que le i5 10th;2020/6/20;16:40:53
🌐》général《;Poucy113#0256;moi j'en vois 3;2020/6/20;16:41:0
🌐》général《;Wafelack#5334;Y'en a un qui est pas à moi;2020/6/20;16:41:8
🌐》général《;Poucy113#0256;ah;2020/6/20;16:41:21
🌐》général《;Poucy113#0256;usurpation d'identité;2020/6/20;16:41:28
🌐》général《;Wafelack#5334;Bienvenue <@!714225500066676778> 👋 ! Lis bien le règlement et le mode d'emploi et n'hésite pas si tu as des questions 😉 !;2020/6/20;16:41:39
🌐》général《;XeroX#0002;Merci;2020/6/20;16:41:44
🌐》général《;Wafelack#5334;<:linux:699724706546450452>;2020/6/20;16:41:44
🌐》général《;Poucy113#0256;<:lapin:709339792890003508>;2020/6/20;16:41:51
🎓tribunal;Unknown8#8888;mais toi tu as 12 ans x);2020/6/20;16:42:17
🌐》général《;Wafelack#5334;<:omg:709011672379031564>;2020/6/20;16:42:46
🌐》général《;Wafelack#5334;<@!714225500066676778> Tu es développeur ? ou tu cherches un service ?;2020/6/20;16:42:59
🌐》général《;Poucy113#0256;tilt <:tilt:707515203633545267>;2020/6/20;16:43:32
🌐》général《;..!#5249;<a:rainbow:723199501002604706>;2020/6/20;16:48:6
🌐》général《;Wafelack#5334;<@!382135850378461186> J'ai décidé de réécrire tout mon langage xD;2020/6/20;16:51:57
🌐》général《;Wafelack#5334;Je vais reprendre depuis le début;2020/6/20;16:52:3
🌐》général《;Wafelack#5334;Et je vais appeller ça Responsive Python;2020/6/20;16:52:15
🌐》général《;Ness#9999;Wtf;2020/6/20;16:52:19
🌐》général《;Ness#9999;Pourquoi responsive;2020/6/20;16:52:23
🌐》général《;Wafelack#5334;🤷‍♂️;2020/6/20;16:52:30
🌐》général《;Wafelack#5334;Car c'est stylé xD;2020/6/20;16:52:33
🌐》général《;Wafelack#5334;Nan je dec;2020/6/20;16:52:36
🌐》général《;Wafelack#5334;Je vais essayer de l'écrire proprement cette fois;2020/6/20;16:52:50
🌐》général《;Wafelack#5334;En faisant un beau lexer et un beau parser;2020/6/20;16:52:59
🌐》général《;Wafelack#5334;(avec mon PC tout neuf xD);2020/6/20;16:53:7
🌐》général《;Ness#9999;Eheh;2020/6/20;16:53:10
🌐》général《;Ness#9999;Tu peux prendre exemple sur le mien;2020/6/20;16:53:23
🎓tribunal;Wafelack#5334;Non;2020/6/20;16:53:24
🌐》général《;Ness#9999;Lexer base sur regex;2020/6/20;16:53:29
🌐》général《;Wafelack#5334;Je fais pas de js;2020/6/20;16:53:33
🌐》général《;Wafelack#5334;:/;2020/6/20;16:53:35
🌐》général《;Wafelack#5334;Mais je vais faire de l'objet;2020/6/20;16:53:41
🌐》général《;Ness#9999;C'est la même logique;2020/6/20;16:53:41
🌐》général《;Wafelack#5334;"Je vais créer un objet ""line""";2020/6/20;16:53:51
🌐》général《;Wafelack#5334;Que je vais pouvoir parser;2020/6/20;16:54:0
🌐》général《;Wafelack#5334;héhé;2020/6/20;16:54:3
🌐》général《;Wafelack#5334;Comme ça ce sera propre;2020/6/20;16:54:12
🌐》général《;Wafelack#5334;Et je pourrais faire de l'objet;2020/6/20;16:54:17
🌠bienvenue;coin des dev#9367;oh non... Geshii#2006 est parti...;2020/6/20;16:54:28
⌨composants;Wafelack#5334;😦;2020/6/20;16:55:26
⌨composants;Wafelack#5334;Sad;2020/6/20;16:55:29
🌐》général《;Ness#9999;Compilé ou interprété;2020/6/20;16:56:11
🌐》général《;Wafelack#5334;Transpilé;2020/6/20;16:56:19
🌐》général《;Wafelack#5334;😳;2020/6/20;16:56:31
🌐》général《;Wafelack#5334;Je vais direct faire un truc qui fonctionne avec les fichiers;2020/6/20;16:56:41
🌐》général《;Wafelack#5334;Pas de CLI;2020/6/20;16:56:47
🌐》général《;Wafelack#5334;C'est beaucoup trop chiant à faire;2020/6/20;16:56:54
🌐》général《;Wafelack#5334;Et je vais faire que la base;2020/6/20;16:56:58
🌐》général《;Wafelack#5334;Affichage, conditions, fonctions, boucles;2020/6/20;16:57:7
🌐》général《;Wafelack#5334;Et une fois que j'aurai fait tout ça;2020/6/20;16:57:14
🌐》général《;Wafelack#5334;J'essaierai d'implémenter un peu d'OO;2020/6/20;16:57:24
🌐》général《;Wafelack#5334;J'aime beaucoup la syntaxe de ton langage <@!382135850378461186>;2020/6/20;16:57:58
🌐》général《;Wafelack#5334;Au fait;2020/6/20;16:58:0
🌐》général《;Ness#9999;Eheh;2020/6/20;16:58:56
🌐》général《;Ness#9999;Moi j'ai pas de poo dans mon langage;2020/6/20;16:59:13
🌐》général《;Ness#9999;Il n'est pas type;2020/6/20;16:59:17
🌐》général《;Ness#9999;Pas besoin d'accolades;2020/6/20;16:59:27
🌐》général《;Wafelack#5334;Faut il que je type mes données 🤔;2020/6/20;16:59:46
🌐》général《;Wafelack#5334;Python ou C pour mon langage ?;2020/6/20;17:0:1
🌐》général《;Wafelack#5334;Le choix est dur;2020/6/20;17:0:9
🌐》général《;Ness#9999;Ben si tu peux C;2020/6/20;17:0:24
🌐》général《;Wafelack#5334;En C ce sera plus rapide;2020/6/20;17:0:27
🌐》général《;Wafelack#5334;Allez;2020/6/20;17:0:29
🌐》général《;Wafelack#5334;Je vais d'abord le faire en py;2020/6/20;17:0:36
🌐》général《;Wafelack#5334;Puis en C;2020/6/20;17:0:39
🌐》général《;Wafelack#5334;Pour tester un peu;2020/6/20;17:0:42
🌐》général《;Wafelack#5334;ah non en Py dc;2020/6/20;17:1:34
🌐》général《;Wafelack#5334;Car en C, les dictionnaires ...;2020/6/20;17:1:42
🌐》général《;Ness#9999;X);2020/6/20;17:2:0
🌐》général《;Wafelack#5334;Faut par contre que je trouve un nom 🤔;2020/6/20;17:4:33
🌐》général《;Wafelack#5334;Fondamental Python ?;2020/6/20;17:4:57
🎓tribunal;Unknown8#8888;12 ou 13 autant pour moi;2020/6/20;17:5:41
🌐》général《;Ness#9999;Naan;2020/6/20;17:5:51
🌐》général《;Ness#9999;Ton langage il sera complémentaire à python ou indépendant ?;2020/6/20;17:6:13
🌐》général《;Wafelack#5334;Indépendant;2020/6/20;17:6:19
🌐》général《;Wafelack#5334;Je ne peux pas faire mieux que le langage avec le lequel je code mon langage techniquement 🤷‍♂️;2020/6/20;17:6:39
🌐》général《;Ness#9999;Ça veut rien dire ca;2020/6/20;17:9:1
🌐》général《;Wafelack#5334;Et merde;2020/6/20;17:9:1
🌐》général《;Wafelack#5334;C'est lequel le lexer déjà ?;2020/6/20;17:9:8
🌐》général《;Wafelack#5334;J'oublie toujours leur noms;2020/6/20;17:9:12
🌐》général《;Ness#9999;De ?;2020/6/20;17:9:14
🌐》général《;Wafelack#5334;Il fait quoi le lexer ?;2020/6/20;17:9:21
📃règlement;coin des dev#9367;<@622130657413300284>;2020/6/20;17:9:24
🌐》général《;Wafelack#5334;Car je sais pas comment nommer mes fichiers là;2020/6/20;17:9:29
🌐》général《;Wafelack#5334;X);2020/6/20;17:9:33
🌐》général《;Wafelack#5334;Bienvenue <@!622130657413300284> 👋 ! Lis bien le règlement et le mode d'emploi et n'hésite pas si tu as des questions 😉 !;2020/6/20;17:10:3
🌐》général《;Ness#9999;Il analyse ton code et le déstructure suivant les keywords;2020/6/20;17:10:12
🌐》général《;Wafelack#5334;ok;2020/6/20;17:10:18
🌐》général《;Wafelack#5334;Et le parser coupe juste le code;2020/6/20;17:10:26
🌐》général《;Wafelack#5334;doki;2020/6/20;17:10:29
🌐》général《;Wafelack#5334;Je vais faire le parser d'abord x);2020/6/20;17:10:37
🌐》général《;Ness#9999;Euh le parser permet de construire l'ast le semble til;2020/6/20;17:10:52
🌐》général《;Wafelack#5334;c'est pas celui qui découpe le code ?;2020/6/20;17:11:7
🌐》général《;Ness#9999;C'est le scanner ça;2020/6/20;17:11:19
🌐》général《;Wafelack#5334;Aaaha;2020/6/20;17:11:26
💻c;Nairo#1877;salut tout le monde je suis en 1ère année d'école d'ingé et je dois rendre un exo, le problème c'est que j'ai une erreur de segmentation dans mon code que jarrive pas à régler;2020/6/20;17:12:2
💻c;Wafelack#5334;<@!622130657413300284> Montre ton code, ton makefile et ton erreur plz;2020/6/20;17:12:25
🌐》général《;Wafelack#5334;Allez;2020/6/20;17:12:43
🌐》général《;Ness#9999;https://github.com/NessMC/popscript;2020/6/20;17:12:47
🌐》général《;Wafelack#5334;"""nom cool langage"" recherche google";2020/6/20;17:12:53
💻c;Nairo#1877;c un ptit code;2020/6/20;17:13:0
💻c;Nairo#1877;"#include <stdio.h>
#include <stdlib.h>
#include <string.h>

void main(){

char chaine[100], mot[100];
int i, j;

    printf("" Entrez votre chaine :  "");
//    gets(chaine);
    scanf(""%s"",chaine);
    printf("" Entrez votre mot :  "");
//    gets(mot);
    scanf(""%s"",mot);

    for (i=0; i<strlen(mot); i++)
    {
        for(j=0; j<strlen(chaine); j++)
        {
            if (i++ && strcmp(mot[i],  chaine[j]) == 0)
                printf(""position de %s : "", mot[i]);

            if (strcmp(mot[i],  chaine[j]) == 0) 
                printf(""%d"" , j);
             
        }
    }
}";2020/6/20;17:13:27
🌐》général《;Ness#9999;En gros le scanner c'est le lexer il me semble;2020/6/20;17:13:31
🌐》général《;Wafelack#5334;Ah mais moi je vais juste découper un fichier par ligne;2020/6/20;17:13:53
💻c;Wafelack#5334;Dans une boîte de code plz;2020/6/20;17:14:22
🌐》général《;Wafelack#5334;<@!382135850378461186> Pourquoi ton dossier de libs s'appelle dist ?;2020/6/20;17:14:51
💻c;Nairo#1877;ah deso jsais pas comment on fait;2020/6/20;17:14:57
🌐》général《;Wafelack#5334;Et pk tu as un dossier build ?;2020/6/20;17:14:58
🌐》général《;Ness#9999;C'est pas le dossier libs;2020/6/20;17:15:2
🌐》général《;Wafelack#5334;Tu fais pas une architecture src/ bin/ lib/ ?;2020/6/20;17:15:13
🌐》général《;Ness#9999;Build c'est le ts to js;2020/6/20;17:15:16
💻c;..!#5249;"\`\`\`c
ton code
\`\`\`";2020/6/20;17:15:19
🌐》général《;Ness#9999;Et dist c'est webpack;2020/6/20;17:15:31
💻c;..!#5249;Alt + 7;2020/6/20;17:15:34
🌐》général《;Ness#9999;Et puis j'ai pas de lib externe;2020/6/20;17:15:38
🌐》général《;Ness#9999;Je fais tout moi-même;2020/6/20;17:15:42
🌐》général《;Ness#9999;Lexer fait par moi;2020/6/20;17:15:47
🌐》général《;Ness#9999;Le tabdown aussi;2020/6/20;17:15:52
💻c;Nairo#1877;"•#include <stdio.h>
#include <stdlib.h>
#include <string.h>

void main(){

char chaine[100], mot[100];
int i, j;

    printf("" Entrez votre chaine :  "");
//    gets(chaine);
    scanf(""%s"",chaine);
    printf("" Entrez votre mot :  "");
//    gets(mot);
    scanf(""%s"",mot);

    for (i=0; i<strlen(mot); i++)
    {
        for(j=0; j<strlen(chaine); j++)
        {
            if (i++ && strcmp(mot[i],  chaine[j]) == 0)
                printf(""position de %s : "", mot[i]);

            if (strcmp(mot[i],  chaine[j]) == 0) 
                printf(""%d"" , j);
             
        }
    }
}";2020/6/20;17:15:55
🌐》général《;Wafelack#5334;Bah oui moi aussi;2020/6/20;17:15:55
🌐》général《;Ness#9999;Le parser aussi;2020/6/20;17:15:56
🌐》général《;Ness#9999;Le transpiler aussi;2020/6/20;17:15:59
🌐》général《;Wafelack#5334;Mais je les mets quand même dans lib;2020/6/20;17:16:0
🌐》général《;Wafelack#5334;Ca reste une lib;2020/6/20;17:16:5
💻c;Plexq#3446;Voila;2020/6/20;17:16:11
🌐》général《;Ness#9999;Moi c'est dans core;2020/6/20;17:16:11
💻c;Nairo#1877;ptdrrr merci;2020/6/20;17:16:17
🌐》général《;Wafelack#5334;uh uh uh;2020/6/20;17:16:18
🌐》général《;Ness#9999;C'est le cœur du langage;2020/6/20;17:16:23
🌐》général《;Wafelack#5334;Ok;2020/6/20;17:16:23
🌐》général《;Wafelack#5334;C'est vrai que c'est plus adapté;2020/6/20;17:16:37
💻c;..!#5249;J'ai une question ! En c c'est obligé de revenir à la ligne pour ouvrir les accolades ?;2020/6/20;17:17:8
🌐》général《;Ness#9999;Et mon langage sera selftranspiled;2020/6/20;17:17:18
💻c;Plexq#3446;Non;2020/6/20;17:17:21
💻c;..!#5249;Juste une convention ?;2020/6/20;17:17:30
🌐》général《;Ness#9999;_normalement_;2020/6/20;17:17:33
💻c;Plexq#3446;Non plus;2020/6/20;17:17:36
🌐》général《;Wafelack#5334;Ok;2020/6/20;17:17:36
💻c;Plexq#3446;C'est plus lisible;2020/6/20;17:17:41
🌐》général《;Wafelack#5334;Sympa les petits emojis 🙂;2020/6/20;17:17:50
🌐》général《;Wafelack#5334;Tu fais comment;2020/6/20;17:17:52
🌐》général《;Wafelack#5334;Tu le c/p juste ?;2020/6/20;17:17:59
🌐》général《;Ness#9999;Comment ça les petits emojis;2020/6/20;17:18:54
🌐》général《;Ness#9999;Comment ça je fais comment;2020/6/20;17:19:15
🌐》général《;Wafelack#5334;Bah dans tes commit messages;2020/6/20;17:19:16
🌐》général《;Ness#9999;Ah c'est juste windows;2020/6/20;17:19:23
🌐》général《;Ness#9999;"Windows + ;";2020/6/20;17:19:28
🌐》général《;Wafelack#5334;uh ok;2020/6/20;17:19:33
🌐》général《;Wafelack#5334;Et si on a pas windows ?;2020/6/20;17:19:38
🌐》général《;Wafelack#5334;xD;2020/6/20;17:19:39
🌐》général《;Wafelack#5334;Je vais essayer avec des emojis trouvés sur l'internet;2020/6/20;17:19:53
🌐》général《;Ness#9999;Ah;2020/6/20;17:20:13
💻c;..!#5249;Pourtant je vois ça qu'en c / cpp /c# (Je sais que c'est pas pareil mais j'ai aucune idée des differences);2020/6/20;17:22:10
💻c;Wafelack#5334;<@!619824132942725131> Perso j'utilisais aussi en Java;2020/6/20;17:22:23
🌐》général《;Nairo#1877;"> Bienvenue <@!622130657413300284> 👋 ! Lis bien le règlement et le mode d'emploi et n'hésite pas si tu as des questions 😉 !
<@!723862906755743804> merci je vais regarder tt de suite";2020/6/20;17:22:40
🌐》général《;Wafelack#5334;<@!382135850378461186> Je me demandais;2020/6/20;17:23:16
🌐》général《;Wafelack#5334;C'est possible de faire un truc où j'ai juste à ouvrir le fichier avec mon interpreteur et ça me l'exécute ?;2020/6/20;17:23:46
🌐》général《;Ness#9999;Comment veux tu ouvrir le fichier;2020/6/20;17:24:14
🌐》général《;Wafelack#5334;Bah clique droit -> ouvrir avec;2020/6/20;17:24:31
🌐》général《;Ness#9999;Ah oui c'est possible;2020/6/20;17:24:38
🌐》général《;Wafelack#5334;Ah;2020/6/20;17:24:49
🌐》général《;Wafelack#5334;En C j'aurais même pu faire comme arguments d'ouverture;2020/6/20;17:25:3
🌐》général《;Wafelack#5334;Oh pu***;2020/6/20;17:25:6
🌐》général《;Wafelack#5334;Je peux le faire en mélangeant du C et du python;2020/6/20;17:25:22
🌐》général《;Wafelack#5334;Mais ce serait très très très chiant;2020/6/20;17:25:30
🌐》général《;Wafelack#5334;Y'a pas un moyen d'utiliser argc et argv en py ?;2020/6/20;17:25:45
🌐》général《;Ness#9999;T'as sûrement moyen d'embed python en c;2020/6/20;17:26:20
🌐》général《;Wafelack#5334;Non non trouv;2020/6/20;17:26:29
🌐》général《;Wafelack#5334;On peut utiliser argc et argv;2020/6/20;17:26:38
🌐》général《;Wafelack#5334;Bon bas;2020/6/20;17:26:42
🌐》général《;Wafelack#5334;Let's  faire un truc avec ça alors;2020/6/20;17:26:49
🌐》général《;Wafelack#5334;Juste il me faudrait un nom pour le langage;2020/6/20;17:27:1
🌐》général《;Wafelack#5334;"""This language without a name "" ?";2020/6/20;17:27:8
🌐》général《;Daniel25#8274;Eh tout le monde j'ai une chaine youtube qui sappelle Daniel Le Monstre;2020/6/20;17:27:19
🌐》général《;TOTOTTE#9999;<a:hihi:721698960829317231>;2020/6/20;17:27:38
🌐》général《;Wafelack#5334;<@!353113202575278081> ...;2020/6/20;17:27:40
🌐》général《;Wafelack#5334;Merci;2020/6/20;17:29:48
🌐》général《;Wafelack#5334;Comment on afficher les extensions sous Windows ?;2020/6/20;17:35:58
🌐》général《;Wafelack#5334;merci;2020/6/20;17:37:29
🌐》général《;Wafelack#5334;Wut;2020/6/20;17:57:17
🌐》général《;Axel#5959;?;2020/6/20;17:57:48
🌐》général《;Wafelack#5334;Nan rien j'ai buggué;2020/6/20;17:57:57
🐧linux;Wafelack#5334;Hey j'ai un problème ! Je suis en train d'installer Elementary OS mais, dans le choix du type d'installation, je trouve que ma clé USB, pas le SSD, help plz !;2020/6/20;18:26:7
💻java;ﾑⰢปﾑʓ٤Րｲψ🌊#7753;bonjour bonjour , voila j'ai une question simple afin être sur mais j'ai décidé d'apprendre le java ya un moment mais je m'y suis mi qui récemment. Ma question est la suivante: est ce que le java est vraiment adapté pour le dèvloppement d'un jeu vidéo (tout type ) si non, me conseillerez vous un langage en particulier ?;2020/6/20;18:28:15
💻java;Plexq#3446;Alors oui c'est adapté par contre ton jeux sera assez lourd;2020/6/20;18:30:3
💻java;Plexq#3446;je conseille plutôt le c++ ou c#;2020/6/20;18:30:21
💻java;Wafelack#5334;C++ power;2020/6/20;18:30:35
💻java;Wafelack#5334;C# == 💩;2020/6/20;18:30:39
💻java;Plexq#3446;Ca c'est ton avis 🙂;2020/6/20;18:30:52
💻java;Wafelack#5334;Plexq == 💩;2020/6/20;18:31:3
💻java;Plexq#3446;C'est aussi ton avis ^^;2020/6/20;18:31:9
💻java;Wafelack#5334;Même : Plexq === 💩;2020/6/20;18:31:10
💻java;Wafelack#5334;Vous avez carrément le même type;2020/6/20;18:31:18
💻java;Wafelack#5334;xD;2020/6/20;18:31:20
💻java;Wafelack#5334;Je dec;2020/6/20;18:31:22
💻java;Plexq#3446;Ah d'accord;2020/6/20;18:31:23
💻java;Plexq#3446;Aller va faire du C au lieu de me casser les couilles x);2020/6/20;18:31:48
💻java;Wafelack#5334;xD;2020/6/20;18:31:53
🌠bienvenue;coin des dev#9367;oh non... 𝑻𝒊𝒈𝒆𝒓𝑲𝒊𝒏𝒈#6228 est parti...;2020/6/20;18:38:31
🤖spam-bot;coin des dev#9367;<@&691658014565859388> il est l'heure de bumper !!!;2020/6/20;18:38:34
💻java;ﾑⰢปﾑʓ٤Րｲψ🌊#7753;Ok merci pour l'info j'en tiendrai compte pour la prochaine fois;2020/6/20;18:41:29
🤖spam-bot;King Dot Com#6016;!d bump;2020/6/20;18:51:45
🤖spam-bot;ia_bot#5206;bien sûr;2020/6/20;18:51:45
🤖spam-bot;coin des dev#9367;rappel enregistré dans 120 minutes;2020/6/20;18:51:47
📃règlement;coin des dev#9367;<@501816751693234176>;2020/6/20;18:56:38
🌐》général《;Catsuni#3384;Hey ^^;2020/6/20;18:57:1
🌐》général《;Plexq#3446;Bienvenue <@!501816751693234176>;2020/6/20;18:58:1
🌐》général《;Wafelack#5334;Lis bien le règlement et le mode d'emploi et n'hésite pas si tu as des questions 😉 !;2020/6/20;18:58:24
🌐》général《;Catsuni#3384;Ça marche ^^;2020/6/20;18:58:48
🌐》général《;Kartodix#2540;Bienvenue <@!501816751693234176> 😉;2020/6/20;19:13:26
🌐》général《;Catsuni#3384;Merci :);2020/6/20;19:14:20
🌐》général《;Catsuni#3384;Ça va ?;2020/6/20;19:14:24
🌐》général《;Wafelack#5334;Oui et toi ? 🙂;2020/6/20;19:14:47
🌐》général《;Kartodix#2540;ca va merci 🙂 toi aussi ?;2020/6/20;19:15:8
⌨composants;Axel#5959;"<@382135850378461186> alors la non je suis désolé je te contredis
Le ryzen 9 si tu le met sur une b450 c'est un peu comme prendre une RTX titan et un I3 de 4eme gen comme processeur

Bon a part les comparaison foireuses, c'est pas mal parce que les étages d'alimentations des b450 sont sous mesurés pour le r9
Certes tu m'avais dit l'autre jour qu'une bonne b450 valait mieux qu'une mauvaise X570, ce qui est partiellement vrai, pour un ryzen 9 3900X il faut une bonne X570";2020/6/20;19:16:30
⌨composants;Axel#5959;"Sinon sur le fait que le ryzen 5 3600 soit plus puissant que le i5 10eme gen, ça faut vérifier je sais pas pour le coup
Mais le 5 a sans doute un meilleur rapport qualité prix c'est indéniable
Cependant sur la puissance, pour le jeu j'aurais tendance à penser que le Intel est mieux parce que le 5 de 9eme gen est déjà mieux
Sur le multitache c'est à voir parce qu'amd est très fort et en effet la 3eme gen ne s'est pas trop faite distancer";2020/6/20;19:19:49
🐧linux;Axel#5959;~~t'es sur qu'il de demande pas juste d'ou il va prendre les fichiers ?~~;2020/6/20;19:25:3
réalisations-3d;Axel#5959;"je suis fier de vous présenter mon avancement par rapport à ce matin ^^
Bon, l'animation est brusque, j'avoue que je me suis plus concentré sur la propulsion ^^";2020/6/20;19:26:29
🌠bienvenue;coin des dev#9367;oh non... Catsuni#3384 est parti...;2020/6/20;19:27:9
🌠bienvenue;coin des dev#9367;oh non... NaTH#7922 est parti...;2020/6/20;19:30:47
